0,1,2,3,4,5,6,7,8,9,10
whipped/sour cream,frankfurter,rolls/buns,citrus fruit,candy,bottled beer,yogurt,whole milk,,,
other vegetables,red/blush wine,,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
newspapers,pastry,,,,,,,,,
bottled water,white bread,,,,,,,,,
chicken,frozen meals,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pork,yogurt,coffee,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
whole milk,curd,hygiene articles,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
berries,bottled beer,,,,,,,,,
frankfurter,curd,specialty cheese,,,,,,,,
roll products ,margarine,,,,,,,,,
ham,whole milk,,,,,,,,,
red/blush wine,domestic eggs,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
citrus fruit,soda,,,,,,,,,
pork,whole milk,,,,,,,,,
margarine,domestic eggs,,,,,,,,,
brown bread,candy,chocolate,,,,,,,,
cat food,other vegetables,,,,,,,,,
other vegetables,coffee,,,,,,,,,
meat,other vegetables,zwieback,,,,,,,,
citrus fruit,shopping bags,tropical fruit,frankfurter,brown bread,rubbing alcohol,domestic eggs,whole milk,,,
root vegetables,waffles,,,,,,,,,
domestic eggs,specialty cheese,,,,,,,,,
packaged fruit/vegetables,bottled beer,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
sauces,ice cream,,,,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
tropical fruit,flour,,,,,,,,,
pork,other vegetables,yogurt,shopping bags,soft cheese,detergent,,,,,
pet care,flour,coffee,napkins,,,,,,,
frankfurter,other vegetables,root vegetables,other vegetables,,,,,,,
fruit/vegetable juice,salty snack,candy,dental care,butter,,,,,,
citrus fruit,whole milk,,,,,,,,,
bottled water,herbs,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
butter milk,root vegetables,,,,,,,,,
canned beer,salty snack,,,,,,,,,
rolls/buns,napkins,ice cream,nut snack,,,,,,,
canned beer,cooking chocolate,white bread,curd,mustard,chocolate,,,,,
other vegetables,cream cheese ,yogurt,yogurt,whole milk,waffles,curd,fruit/vegetable juice,,,
coffee,packaged fruit/vegetables,bottled water,pastry,,,,,,,
sugar,fruit/vegetable juice,margarine,,,,,,,,
tropical fruit,white bread,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
dessert,sausage,whole milk,oil,,,,,,,
grapes,rolls/buns,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
root vegetables,cling film/bags,,,,,,,,,
beverages,specialty chocolate,,,,,,,,,
soda,hard cheese,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
pastry,napkins,,,,,,,,,
white wine,whole milk,misc. beverages,,,,,,,,
beef,margarine,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
whole milk,soda,mustard,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
pet care,beef,,,,,,,,,
seasonal products,rolls/buns,,,,,,,,,
whipped/sour cream,baking powder,,,,,,,,,
red/blush wine,liquor (appetizer),sauces,coffee,,,,,,,
bottled water,soda,soda,,,,,,,,
whole milk,sugar,,,,,,,,,
root vegetables,popcorn,long life bakery product,domestic eggs,,,,,,,
bottled beer,soda,,,,,,,,,
chicken,cream,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
onions,domestic eggs,shopping bags,,,,,,,,
whole milk,Instant food products,,,,,,,,,
specialty bar,shopping bags,pasta,,,,,,,,
whole milk,hamburger meat,pip fruit,curd,margarine,instant coffee,misc. beverages,,,,
yogurt,pastry,,,,,,,,,
pork,bottled beer,,,,,,,,,
soda,pip fruit,,,,,,,,,
meat,coffee,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
ham,berries,,,,,,,,,
onions,sauces,,,,,,,,,
frankfurter,salty snack,dental care,,,,,,,,
sausage,tropical fruit,margarine,,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled water,processed cheese,packaged fruit/vegetables,yogurt,,,,,,,
dessert,butter,,,,,,,,,
turkey,bottled water,other vegetables,newspapers,,,,,,,
specialty chocolate,fruit/vegetable juice,fruit/vegetable juice,rolls/buns,,,,,,,
pastry,soda,instant coffee,,,,,,,,
sliced cheese,liquor,hygiene articles,,,,,,,,
root vegetables,butter milk,shopping bags,cream cheese ,,,,,,,
yogurt,root vegetables,oil,,,,,,,,
whole milk,cat food,,,,,,,,,
pip fruit,ice cream,popcorn,soda,bottled water,rolls/buns,,,,,
whole milk,frozen vegetables,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
canned beer,sausage,other vegetables,rolls/buns,,,,,,,
root vegetables,ham,,,,,,,,,
white bread,curd,bottled water,,,,,,,,
citrus fruit,chicken,bottled water,rolls/buns,,,,,,,
whole milk,newspapers,hygiene articles,,,,,,,,
whole milk,waffles,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
meat,UHT-milk,,,,,,,,,
UHT-milk,whole milk,canned beer,,,,,,,,
sausage,pip fruit,,,,,,,,,
chicken,soda,dishes,,,,,,,,
chocolate,yogurt,,,,,,,,,
herbs,whole milk,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
sausage,other vegetables,waffles,,,,,,,,
yogurt,dessert,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
meat,bottled water,soda,,,,,,,,
canned vegetables,chicken,rolls/buns,,,,,,,,
Instant food products,soda,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
candles,soda,,,,,,,,,
whole milk,yogurt,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
frozen vegetables,whipped/sour cream,,,,,,,,,
chocolate,margarine,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
whipped/sour cream,other vegetables,honey,,,,,,,,
meat,tropical fruit,,,,,,,,,
other vegetables,curd,,,,,,,,,
meat,dishes,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
soda,berries,root vegetables,bottled beer,,,,,,,
whole milk,domestic eggs,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
ham,domestic eggs,,,,,,,,,
chicken,sugar,domestic eggs,,,,,,,,
whole milk,margarine,,,,,,,,,
brown bread,bottled beer,,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
hamburger meat,pastry,brown bread,,,,,,,,
frankfurter,yogurt,,,,,,,,,
whole milk,chocolate,roll products ,,,,,,,,
hard cheese,salty snack,,,,,,,,,
pip fruit,citrus fruit,curd,,,,,,,,
tropical fruit,canned beer,detergent,bottled water,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
chicken,waffles,,,,,,,,,
hamburger meat,pastry,cereals,,,,,,,,
other vegetables,brown bread,whipped/sour cream,,,,,,,,
cat food,canned beer,sliced cheese,dishes,zwieback,,,,,,
bottled beer,other vegetables,root vegetables,cream cheese ,waffles,rolls/buns,,,,,
canned beer,butter,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
frankfurter,beef,,,,,,,,,
hamburger meat,sausage,grapes,soda,,,,,,,
frozen fruits,dishes,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
white wine,chocolate marshmallow,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
pork,liquor,,,,,,,,,
specialty fat,brandy,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
other vegetables,pork,herbs,oil,,,,,,,
sausage,misc. beverages,,,,,,,,,
onions,canned fruit,,,,,,,,,
frankfurter,hygiene articles,bottled beer,,,,,,,,
ham,brown bread,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
meat,white bread,,,,,,,,,
tropical fruit,coffee,softener,soda,,,,,,,
salty snack,butter,,,,,,,,,
ham,frankfurter,bottled water,shopping bags,specialty cheese,,,,,,
semi-finished bread,bottled water,,,,,,,,,
other vegetables,dessert,,,,,,,,,
bottled water,beef,,,,,,,,,
frozen vegetables,salad dressing,,,,,,,,,
pip fruit,butter,bottled water,,,,,,,,
butter milk,yogurt,,,,,,,,,
newspapers,other vegetables,yogurt,,,,,,,,
soda,whole milk,shopping bags,,,,,,,,
butter,condensed milk,,,,,,,,,
rolls/buns,oil,yogurt,,,,,,,,
citrus fruit,chicken,,,,,,,,,
frankfurter,sausage,,,,,,,,,
pork,specialty bar,soda,,,,,,,,
whole milk,canned beer,,,,,,,,,
specialty bar,tropical fruit,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,pastry,,,,,,,,,
frankfurter,frozen dessert,other vegetables,cream cheese ,,,,,,,
frankfurter,other vegetables,whole milk,ready soups,brandy,,,,,,
seasonal products,shopping bags,,,,,,,,,
meat,citrus fruit,chocolate,pastry,rolls/buns,,,,,,
beef,waffles,salty snack,,,,,,,,
whipped/sour cream,house keeping products,,,,,,,,,
pickled vegetables,bottled beer,,,,,,,,,
hamburger meat,chocolate,processed cheese,,,,,,,,
root vegetables,pastry,rolls/buns,condensed milk,tropical fruit,bathroom cleaner,waffles,canned beer,,,
yogurt,dental care,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
whole milk,waffles,dessert,,,,,,,,
grapes,rolls/buns,,,,,,,,,
bottled beer,sparkling wine,hamburger meat,rolls/buns,,,,,,,
citrus fruit,skin care,,,,,,,,,
sauces,yogurt,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
bottled water,flour,sugar,,,,,,,,
tropical fruit,whole milk,brown bread,pastry,,,,,,,
sausage,pip fruit,chocolate,,,,,,,,
other vegetables,salt,,,,,,,,,
root vegetables,curd,,,,,,,,,
soda,hygiene articles,,,,,,,,,
hamburger meat,soft cheese,yogurt,margarine,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
curd cheese,other vegetables,herbs,fruit/vegetable juice,zwieback,,,,,,
frozen meals,newspapers,,,,,,,,,
salt,napkins,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
sugar,whole milk,shopping bags,,,,,,,,
seasonal products,herbs,spread cheese,pickled vegetables,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
margarine,frozen fruits,,,,,,,,,
chicken,curd,,,,,,,,,
rolls/buns,male cosmetics,,,,,,,,,
root vegetables,butter,specialty bar,domestic eggs,,,,,,,
canned beer,yogurt,,,,,,,,,
onions,whole milk,,,,,,,,,
whole milk,pastry,butter,whole milk,,,,,,,
dessert,bottled beer,,,,,,,,,
meat,cling film/bags,whipped/sour cream,,,,,,,,
yogurt,margarine,yogurt,soft cheese,,,,,,,
bottled water,newspapers,,,,,,,,,
coffee,butter,,,,,,,,,
citrus fruit,pork,root vegetables,dishes,curd,rolls/buns,candy,yogurt,,,
rolls/buns,bottled beer,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
chicken,shopping bags,,,,,,,,,
baking powder,frozen potato products,,,,,,,,,
dessert,root vegetables,,,,,,,,,
chicken,dessert,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
margarine,margarine,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
flower (seeds),honey,,,,,,,,,
soda,rolls/buns,shopping bags,,,,,,,,
cereals,cream cheese ,other vegetables,,,,,,,,
other vegetables,canned beer,,,,,,,,,
other vegetables,curd,,,,,,,,,
whole milk,whole milk,whole milk,pip fruit,waffles,whole milk,coffee,chocolate,,,
sausage,ham,shopping bags,whole milk,butter,,,,,,
whole milk,salty snack,,,,,,,,,
waffles,yogurt,,,,,,,,,
canned beer,coffee,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
citrus fruit,curd,napkins,,,,,,,,
dog food,processed cheese,,,,,,,,,
whole milk,other vegetables,pot plants,,,,,,,,
butter,domestic eggs,,,,,,,,,
pork,whole milk,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
frankfurter,sliced cheese,sugar,,,,,,,,
other vegetables,pip fruit,fruit/vegetable juice,,,,,,,,
brandy,domestic eggs,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
cream cheese ,sausage,whole milk,pip fruit,,,,,,,
citrus fruit,whole milk,,,,,,,,,
citrus fruit,rolls/buns,long life bakery product,,,,,,,,
hamburger meat,yogurt,curd cheese,frozen meals,mustard,soda,white wine,butter,,,
coffee,whole milk,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
soda,napkins,,,,,,,,,
whole milk,liquor,,,,,,,,,
whole milk,yogurt,UHT-milk,specialty chocolate,,,,,,,
bottled water,onions,,,,,,,,,
frankfurter,canned beer,,,,,,,,,
yogurt,whole milk,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
whole milk,domestic eggs,canned vegetables,baking powder,hygiene articles,detergent,,,,,
sausage,yogurt,baking powder,,,,,,,,
whole milk,cat food,,,,,,,,,
citrus fruit,jam,,,,,,,,,
whole milk,beverages,,,,,,,,,
spread cheese,shopping bags,,,,,,,,,
soda,butter,,,,,,,,,
beef,other vegetables,,,,,,,,,
yogurt,yogurt,,,,,,,,,
newspapers,specialty chocolate,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
hamburger meat,soda,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
whipped/sour cream,soft cheese,,,,,,,,,
margarine,misc. beverages,,,,,,,,,
other vegetables,specialty chocolate,newspapers,,,,,,,,
pork,spread cheese,,,,,,,,,
soda,oil,,,,,,,,,
specialty bar,cleaner,,,,,,,,,
canned beer,beverages,,,,,,,,,
pip fruit,specialty bar,,,,,,,,,
pot plants,soda,,,,,,,,,
whipped/sour cream,soda,white bread,snack products,,,,,,,
other vegetables,coffee,,,,,,,,,
frankfurter,chicken,butter,bottled water,,,,,,,
sliced cheese,cling film/bags,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
meat,citrus fruit,,,,,,,,,
onions,soda,,,,,,,,,
whole milk,yogurt,frozen vegetables,,,,,,,,
rolls/buns,other vegetables,yogurt,frozen vegetables,,,,,,,
soda,pastry,,,,,,,,,
bottled beer,sugar,popcorn,,,,,,,,
soft cheese,butter milk,shopping bags,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
coffee,sausage,shopping bags,specialty bar,red/blush wine,,,,,,
citrus fruit,pastry,dish cleaner,,,,,,,,
sausage,domestic eggs,sugar,,,,,,,,
processed cheese,whole milk,rolls/buns,margarine,,,,,,,
chicken,sausage,tropical fruit,brown bread,domestic eggs,cake bar,fruit/vegetable juice,canned beer,,,
chicken,whipped/sour cream,,,,,,,,,
butter,seasonal products,fruit/vegetable juice,,,,,,,,
shopping bags,skin care,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,yogurt,whole milk,butter,shopping bags,,,,,,
citrus fruit,soda,,,,,,,,,
root vegetables,white bread,meat spreads,,,,,,,,
pastry,curd,,,,,,,,,
sausage,root vegetables,bottled beer,butter,whole milk,newspapers,yogurt,,,,
waffles,whipped/sour cream,soda,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
chicken,pip fruit,curd,,,,,,,,
sausage,soda,,,,,,,,,
dessert,butter,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
pastry,brown bread,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
other vegetables,domestic eggs,long life bakery product,,,,,,,,
root vegetables,bottled beer,newspapers,margarine,domestic eggs,shopping bags,,,,,
onions,hygiene articles,,,,,,,,,
meat,beverages,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
ice cream,bottled water,,,,,,,,,
whole milk,shopping bags,rolls/buns,,,,,,,,
cream cheese ,other vegetables,,,,,,,,,
bottled water,beverages,,,,,,,,,
curd,pip fruit,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
beef,whole milk,,,,,,,,,
pip fruit,tropical fruit,mustard,,,,,,,,
frankfurter,salty snack,house keeping products,,,,,,,,
photo/film,cream cheese ,,,,,,,,,
sausage,sausage,frozen vegetables,pastry,,,,,,,
newspapers,dishes,,,,,,,,,
pickled vegetables,meat,,,,,,,,,
ice cream,root vegetables,hygiene articles,,,,,,,,
whole milk,waffles,,,,,,,,,
chicken,whole milk,,,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
onions,long life bakery product,,,,,,,,,
pip fruit,curd cheese,,,,,,,,,
cake bar,whipped/sour cream,,,,,,,,,
pork,long life bakery product,,,,,,,,,
bottled water,tropical fruit,shopping bags,,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
whole milk,white wine,,,,,,,,,
canned beer,pip fruit,white bread,,,,,,,,
shopping bags,whole milk,,,,,,,,,
root vegetables,onions,,,,,,,,,
butter,whole milk,,,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
bottled beer,whole milk,citrus fruit,other vegetables,soft cheese,,,,,,
citrus fruit,canned beer,hygiene articles,chicken,whole milk,napkins,white wine,UHT-milk,shopping bags,,
rolls/buns,whole milk,semi-finished bread,processed cheese,,,,,,,
curd,whipped/sour cream,,,,,,,,,
butter,rolls/buns,,,,,,,,,
other vegetables,pastry,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
soda,shopping bags,,,,,,,,,
rolls/buns,semi-finished bread,dessert,yogurt,,,,,,,
chicken,frozen dessert,,,,,,,,,
citrus fruit,frozen meals,coffee,seasonal products,yogurt,soups,,,,,
cat food,pasta,,,,,,,,,
canned beer,whole milk,frankfurter,frankfurter,dishes,rolls/buns,pip fruit,canned vegetables,,,
berries,other vegetables,,,,,,,,,
liquor,margarine,,,,,,,,,
meat,vinegar,,,,,,,,,
sausage,white wine,candy,,,,,,,,
soda,soda,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
rolls/buns,berries,canned vegetables,dessert,,,,,,,
long life bakery product,yogurt,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
dish cleaner,cling film/bags,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
sausage,margarine,,,,,,,,,
yogurt,beef,,,,,,,,,
soft cheese,soda,,,,,,,,,
coffee,sugar,,,,,,,,,
whole milk,other vegetables,soda,long life bakery product,,,,,,,
bottled water,citrus fruit,,,,,,,,,
soda,soda,canned beer,,,,,,,,
whipped/sour cream,chocolate,,,,,,,,,
brown bread,pastry,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
onions,grapes,yogurt,tropical fruit,whole milk,salty snack,root vegetables,frozen dessert,whipped/sour cream,,
brown bread,cat food,,,,,,,,,
hygiene articles,rolls/buns,,,,,,,,,
white bread,hamburger meat,pastry,frozen meals,,,,,,,
domestic eggs,roll products ,oil,,,,,,,,
pip fruit,ice cream,newspapers,pastry,,,,,,,
butter milk,rolls/buns,,,,,,,,,
whole milk,chicken,curd,rolls/buns,cereals,bottled water,,,,,
sausage,tropical fruit,,,,,,,,,
dessert,soda,pastry,whole milk,butter,rolls/buns,shopping bags,newspapers,,,
white wine,citrus fruit,,,,,,,,,
soda,tropical fruit,specialty chocolate,root vegetables,,,,,,,
sausage,beverages,,,,,,,,,
dessert,margarine,,,,,,,,,
butter,frozen dessert,whole milk,,,,,,,,
sliced cheese,napkins,,,,,,,,,
beef,pasta,,,,,,,,,
frozen fish,curd,,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
sausage,chocolate,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
pork,ham,specialty chocolate,whole milk,long life bakery product,detergent,,,,,
coffee,shopping bags,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
bottled water,grapes,,,,,,,,,
bottled water,yogurt,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
seasonal products,other vegetables,bottled water,,,,,,,,
rolls/buns,brown bread,whole milk,pasta,curd,butter milk,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
beef,other vegetables,,,,,,,,,
sausage,canned beer,,,,,,,,,
whole milk,napkins,,,,,,,,,
finished products,whole milk,,,,,,,,,
dessert,yogurt,,,,,,,,,
rolls/buns,specialty chocolate,napkins,,,,,,,,
frankfurter,newspapers,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
brown bread,ketchup,soda,,,,,,,,
sausage,other vegetables,,,,,,,,,
whole milk,salty snack,,,,,,,,,
oil,shopping bags,,,,,,,,,
chocolate marshmallow,soda,,,,,,,,,
bottled water,onions,,,,,,,,,
beverages,beverages,sugar,pasta,domestic eggs,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
beef,pastry,,,,,,,,,
canned beer,frankfurter,brown bread,pip fruit,frozen vegetables,pudding powder,,,,,
rolls/buns,shopping bags,,,,,,,,,
yogurt,yogurt,cream cheese ,,,,,,,,
butter milk,semi-finished bread,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
soda,rolls/buns,,,,,,,,,
packaged fruit/vegetables,yogurt,bottled beer,,,,,,,,
frankfurter,margarine,,,,,,,,,
soda,newspapers,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
canned beer,UHT-milk,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
frankfurter,margarine,,,,,,,,,
root vegetables,hygiene articles,newspapers,,,,,,,,
yogurt,sliced cheese,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
specialty bar,pastry,,,,,,,,,
newspapers,roll products ,,,,,,,,,
pork,whole milk,domestic eggs,,,,,,,,
yogurt,other vegetables,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
whole milk,butter milk,,,,,,,,,
whole milk,brown bread,root vegetables,roll products ,,,,,,,
sugar,shopping bags,,,,,,,,,
sausage,other vegetables,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
soda,soda,canned beer,frozen dessert,tropical fruit,whole milk,bottled water,specialty bar,domestic eggs,,
herbs,newspapers,,,,,,,,,
yogurt,sauces,,,,,,,,,
citrus fruit,hamburger meat,rolls/buns,,,,,,,,
soda,bottled water,butter,,,,,,,,
other vegetables,soda,,,,,,,,,
sweet spreads,newspapers,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
canned beer,flower (seeds),,,,,,,,,
canned beer,brown bread,,,,,,,,,
ice cream,hamburger meat,,,,,,,,,
margarine,other vegetables,,,,,,,,,
frankfurter,onions,,,,,,,,,
soda,whole milk,,,,,,,,,
liquor (appetizer),long life bakery product,,,,,,,,,
beverages,jam,,,,,,,,,
beverages,other vegetables,,,,,,,,,
pork,napkins,,,,,,,,,
sausage,beef,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pastry,sliced cheese,,,,,,,,,
beef,whole milk,frozen vegetables,,,,,,,,
hard cheese,sugar,bottled water,,,,,,,,
UHT-milk,root vegetables,cake bar,,,,,,,,
tropical fruit,frozen dessert,newspapers,,,,,,,,
root vegetables,white bread,,,,,,,,,
soda,chocolate,,,,,,,,,
onions,sliced cheese,,,,,,,,,
chicken,cat food,,,,,,,,,
pastry,canned beer,mustard,yogurt,,,,,,,
pork,sugar,,,,,,,,,
dessert,whole milk,,,,,,,,,
citrus fruit,soda,,,,,,,,,
hygiene articles,canned fish,,,,,,,,,
bottled beer,tropical fruit,bottled water,,,,,,,,
curd,yogurt,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
whole milk,coffee,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
ham,chicken,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
other vegetables,popcorn,butter,,,,,,,,
brown bread,curd,,,,,,,,,
sausage,pasta,bottled water,,,,,,,,
butter,dish cleaner,,,,,,,,,
berries,whipped/sour cream,other vegetables,other vegetables,newspapers,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
